Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
26.02.2020 00:00:00;1;0;0;1;0
27.02.2020 00:00:00;2;0;0;2;0
28.02.2020 00:00:00;4;0;0;4;0
29.02.2020 00:00:00;1;0;0;1;0
01.03.2020 00:00:00;4;0;0;4;0
02.03.2020 00:00:00;5;0;0;5;0
03.03.2020 00:00:00;6;0;0;6;0
04.03.2020 00:00:00;14;0;0;14;0
05.03.2020 00:00:00;9;2;0;7;0
06.03.2020 00:00:00;29;0;0;29;0
07.03.2020 00:00:00;23;0;0;23;0
08.03.2020 00:00:00;28;0;0;28;0
09.03.2020 00:00:00;22;0;0;22;0
10.03.2020 00:00:00;55;1;0;54;0
11.03.2020 00:00:00;109;1;0;108;0
12.03.2020 00:00:00;98;3;1;94;0
13.03.2020 00:00:00;182;0;0;182;0
14.03.2020 00:00:00;210;3;1;206;0
15.03.2020 00:00:00;198;4;1;193;0
16.03.2020 00:00:00;226;12;2;212;0
17.03.2020 00:00:00;346;2;2;342;0
18.03.2020 00:00:00;372;2;5;365;0
19.03.2020 00:00:00;455;4;3;448;0
20.03.2020 00:00:00;509;10;5;494;0
21.03.2020 00:00:00;548;11;6;531;0
22.03.2020 00:00:00;618;19;8;591;0
23.03.2020 00:00:00;687;56;12;619;0
24.03.2020 00:00:00;723;91;10;622;0
25.03.2020 00:00:00;754;97;9;648;0
26.03.2020 00:00:00;1057;160;16;881;0
27.03.2020 00:00:00;807;221;20;566;0
28.03.2020 00:00:00;617;196;19;402;0
29.03.2020 00:00:00;547;251;14;282;0
30.03.2020 00:00:00;671;369;21;281;0
31.03.2020 00:00:00;551;376;18;157;0
01.04.2020 00:00:00;549;344;11;194;16834
02.04.2020 00:00:00;438;383;20;35;75356
03.04.2020 00:00:00;411;472;18;-79;6153
04.04.2020 00:00:00;253;533;20;-300;5791
05.04.2020 00:00:00;183;344;22;-183;4282
06.04.2020 00:00:00;306;717;31;-442;2880
07.04.2020 00:00:00;289;520;29;-260;3939
08.04.2020 00:00:00;290;610;17;-337;5520
09.04.2020 00:00:00;276;599;22;-345;5532
10.04.2020 00:00:00;357;637;23;-303;8456
11.04.2020 00:00:00;203;402;17;-216;6232
12.04.2020 00:00:00;111;314;12;-215;3902
13.04.2020 00:00:00;87;307;21;-241;3535
14.04.2020 00:00:00;150;557;13;-420;3384
15.04.2020 00:00:00;129;492;15;-378;5005
16.04.2020 00:00:00;111;454;22;-365;6015
17.04.2020 00:00:00;100;423;13;-336;6456
18.04.2020 00:00:00;60;255;17;-212;6660
19.04.2020 00:00:00;47;164;16;-133;3312
20.04.2020 00:00:00;68;386;9;-327;3705
21.04.2020 00:00:00;70;432;18;-380;6069
22.04.2020 00:00:00;73;259;12;-198;12776
23.04.2020 00:00:00;60;248;6;-194;4041
24.04.2020 00:00:00;79;264;7;-192;6851
25.04.2020 00:00:00;62;140;14;-92;8403
26.04.2020 00:00:00;35;110;9;-84;6542
27.04.2020 00:00:00;70;198;4;-132;4906
28.04.2020 00:00:00;49;170;13;-134;7041
29.04.2020 00:00:00;61;175;6;-120;8176
30.04.2020 00:00:00;54;203;6;-155;8645
01.05.2020 00:00:00;37;112;3;-78;7680
02.05.2020 00:00:00;28;80;2;-54;5540
03.05.2020 00:00:00;12;57;6;-51;4736
04.05.2020 00:00:00;30;152;3;-125;4716
05.05.2020 00:00:00;54;124;3;-73;6812
06.05.2020 00:00:00;46;119;4;-77;6371
07.05.2020 00:00:00;38;119;2;-83;5640
08.05.2020 00:00:00;50;166;5;-121;6175
09.05.2020 00:00:00;30;74;4;-48;7621
10.05.2020 00:00:00;15;57;2;-44;4818
11.05.2020 00:00:00;66;93;2;-29;2976
12.05.2020 00:00:00;38;91;1;-54;9830
13.05.2020 00:00:00;52;76;1;-25;6938
14.05.2020 00:00:00;54;76;3;-25;8354
15.05.2020 00:00:00;81;70;0;11;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;25;1;0;5116
18.05.2020 00:00:00;58;51;3;4;3560
19.05.2020 00:00:00;61;69;1;-9;6366
20.05.2020 00:00:00;30;51;3;-24;7157
21.05.2020 00:00:00;31;56;2;-27;6045
22.05.2020 00:00:00;28;51;3;-26;4851
23.05.2020 00:00:00;24;47;1;-24;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;57;1;-33;3484
26.05.2020 00:00:00;22;86;2;-66;5844
27.05.2020 00:00:00;50;76;0;-26;7521
28.05.2020 00:00:00;19;80;0;-61;8666
29.05.2020 00:00:00;42;57;1;-16;6930
30.05.2020 00:00:00;32;32;0;0;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;30;1;-12;3286
02.06.2020 00:00:00;16;69;0;-53;4558
03.06.2020 00:00:00;53;37;3;13;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;32;1;34;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;30;2;-17;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;30;0;-8;3967
12.06.2020 00:00:00;37;27;0;10;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;17;3;-2;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;22;2;-5;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;34;2;7;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;33;1;10;5659
26.06.2020 00:00:00;74;25;0;49;6199
27.06.2020 00:00:00;45;31;2;12;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;36;1;12;3855
30.06.2020 00:00:00;101;32;0;69;6381
01.07.2020 00:00:00;95;32;0;63;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;46;1;87;6805
04.07.2020 00:00:00;106;23;0;83;7174
05.07.2020 00:00:00;76;28;0;48;5125
06.07.2020 00:00:00;69;38;0;31;6301
07.07.2020 00:00:00;91;46;0;45;6044
08.07.2020 00:00:00;117;46;0;71;8071
09.07.2020 00:00:00;72;52;0;20;7507
10.07.2020 00:00:00;105;62;0;43;7757
11.07.2020 00:00:00;90;54;2;34;8225
12.07.2020 00:00:00;52;46;1;5;5031
13.07.2020 00:00:00;98;85;1;12;3876
14.07.2020 00:00:00;123;113;0;10;7512
15.07.2020 00:00:00;130;80;1;49;8165
16.07.2020 00:00:00;141;111;0;30;10052
17.07.2020 00:00:00;124;141;0;-17;8068
18.07.2020 00:00:00;81;61;0;20;8677
19.07.2020 00:00:00;87;54;0;33;5579
20.07.2020 00:00:00;90;102;2;-14;49767
21.07.2020 00:00:00;137;130;0;7;7164
22.07.2020 00:00:00;162;91;0;71;9081
23.07.2020 00:00:00;117;90;1;26;11350
24.07.2020 00:00:00;153;102;0;51;7810
25.07.2020 00:00:00;112;85;1;26;7049
26.07.2020 00:00:00;101;61;0;40;7008
27.07.2020 00:00:00;96;159;3;-66;5271
28.07.2020 00:00:00;153;144;0;9;8037
29.07.2020 00:00:00;102;114;1;-13;9396
30.07.2020 00:00:00;190;121;0;69;9434
31.07.2020 00:00:00;123;132;0;-9;10425
01.08.2020 00:00:00;62;98;0;-36;7358
02.08.2020 00:00:00;70;94;1;-25;7495
03.08.2020 00:00:00;93;183;0;-90;5123
04.08.2020 00:00:00;83;159;0;-76;6341
05.08.2020 00:00:00;159;153;1;5;7124
06.08.2020 00:00:00;119;125;1;-7;13373
07.08.2020 00:00:00;90;137;1;-48;10030
08.08.2020 00:00:00;104;91;1;12;7934
09.08.2020 00:00:00;72;69;0;3;6629
10.08.2020 00:00:00;158;139;0;19;3890
11.08.2020 00:00:00;187;97;2;88;8750
12.08.2020 00:00:00;190;133;1;56;8510
13.08.2020 00:00:00;251;97;2;152;8490
14.08.2020 00:00:00;349;112;1;236;11924
15.08.2020 00:00:00;156;81;0;75;5922
16.08.2020 00:00:00;169;74;0;95;9136
17.08.2020 00:00:00;259;111;0;148;5577
18.08.2020 00:00:00;252;143;0;109;13821
19.08.2020 00:00:00;347;131;1;215;11283
20.08.2020 00:00:00;331;143;0;188;12266
21.08.2020 00:00:00;302;208;1;93;13972
22.08.2020 00:00:00;229;148;0;81;11746
23.08.2020 00:00:00;193;157;0;36;7832
24.08.2020 00:00:00;243;201;1;41;6219
25.08.2020 00:00:00;301;230;0;71;8883
26.08.2020 00:00:00;319;223;0;96;9110
27.08.2020 00:00:00;226;259;0;-33;14044
28.08.2020 00:00:00;394;338;0;56;14701
29.08.2020 00:00:00;237;176;0;61;12799
30.08.2020 00:00:00;223;209;0;14;11349
31.08.2020 00:00:00;222;235;1;-14;8619
01.09.2020 00:00:00;286;219;1;66;12416
02.09.2020 00:00:00;429;258;0;171;17441
03.09.2020 00:00:00;366;316;0;50;11689
04.09.2020 00:00:00;380;372;2;6;14232
05.09.2020 00:00:00;217;222;0;-5;11318
06.09.2020 00:00:00;367;171;0;196;8018
07.09.2020 00:00:00;396;317;0;79;10398
08.09.2020 00:00:00;552;311;1;240;10254
09.09.2020 00:00:00;691;260;0;431;11582
10.09.2020 00:00:00;598;223;4;371;14971
11.09.2020 00:00:00;930;376;4;550;13789
12.09.2020 00:00:00;415;229;2;184;14674
13.09.2020 00:00:00;414;257;0;157;10573
14.09.2020 00:00:00;820;285;1;534;9342
15.09.2020 00:00:00;723;365;0;358;13100
16.09.2020 00:00:00;854;336;4;514;15331
17.09.2020 00:00:00;806;413;3;390;15272
18.09.2020 00:00:00;874;489;3;382;18854
19.09.2020 00:00:00;667;347;0;320;18134
20.09.2020 00:00:00;471;381;4;86;12584
21.09.2020 00:00:00;582;676;3;-97;13412
22.09.2020 00:00:00;719;628;3;88;14552
23.09.2020 00:00:00;804;652;5;147;16617
24.09.2020 00:00:00;656;593;3;60;18518
25.09.2020 00:00:00;763;858;3;-98;20409
26.09.2020 00:00:00;591;569;4;18;17443
27.09.2020 00:00:00;545;430;5;110;9865
28.09.2020 00:00:00;739;799;1;-61;14493
29.09.2020 00:00:00;759;744;5;10;16586
30.09.2020 00:00:00;853;715;1;137;31409
01.10.2020 00:00:00;791;651;6;134;18586
02.10.2020 00:00:00;1014;855;5;154;21839
03.10.2020 00:00:00;718;577;4;137;15456
04.10.2020 00:00:00;737;434;8;295;12505
05.10.2020 00:00:00;927;584;7;336;11895
06.10.2020 00:00:00;1078;669;8;401;18237
07.10.2020 00:00:00;1274;726;6;542;18589
08.10.2020 00:00:00;1109;720;8;381;21762
09.10.2020 00:00:00;1260;776;5;479;18575
10.10.2020 00:00:00;1014;688;6;320;19956
11.10.2020 00:00:00;830;589;9;232;13876
12.10.2020 00:00:00;1142;851;9;282;13668
13.10.2020 00:00:00;1322;784;5;533;21708
14.10.2020 00:00:00;1435;874;6;555;17033
15.10.2020 00:00:00;1522;786;6;730;19813
16.10.2020 00:00:00;1795;1118;8;669;16119
17.10.2020 00:00:00;1485;826;16;643;25109
18.10.2020 00:00:00;1199;672;8;519;15315
19.10.2020 00:00:00;1646;1054;11;581;14550
20.10.2020 00:00:00;1978;1042;12;924;19469
21.10.2020 00:00:00;2655;872;18;1765;21077
22.10.2020 00:00:00;3230;1021;19;2190;25278
23.10.2020 00:00:00;3348;1221;12;2115;28024
24.10.2020 00:00:00;2969;1028;12;1929;24189
25.10.2020 00:00:00;2475;955;18;1502;17744
26.10.2020 00:00:00;2781;1076;25;1680;23216
27.10.2020 00:00:00;4373;1471;28;2874;14112
28.10.2020 00:00:00;4468;1866;32;2570;27379
29.10.2020 00:00:00;5047;1839;36;3172;24506
30.10.2020 00:00:00;5716;2418;36;3262;26421
31.10.2020 00:00:00;4790;2088;47;2655;28742
01.11.2020 00:00:00;4479;1886;32;2561;23316
02.11.2020 00:00:00;5192;2440;38;2714;23450
03.11.2020 00:00:00;6361;2587;53;3721;25881
04.11.2020 00:00:00;7110;2899;55;4156;29433
05.11.2020 00:00:00;6953;2954;59;3940;28133
06.11.2020 00:00:00;8090;4018;43;4029;33067
07.11.2020 00:00:00;5324;3606;69;1649;29810
08.11.2020 00:00:00;5743;3400;51;2292;26867
09.11.2020 00:00:00;6249;4232;74;1943;26376
10.11.2020 00:00:00;7434;4424;64;2946;26540
11.11.2020 00:00:00;9177;4800;76;4301;31571
12.11.2020 00:00:00;8258;5317;81;2860;38226
13.11.2020 00:00:00;7017;6394;93;530;32328
14.11.2020 00:00:00;5100;6135;83;-1118;33067
15.11.2020 00:00:00;4612;5379;81;-848;27080
16.11.2020 00:00:00;6075;6234;92;-251;26232
17.11.2020 00:00:00;7523;6449;96;978;29050
18.11.2020 00:00:00;6434;6053;83;298;33128
19.11.2020 00:00:00;6607;6186;102;319;31316
20.11.2020 00:00:00;6465;7640;112;-1287;33190
21.11.2020 00:00:00;5153;6471;103;-1421;30808
22.11.2020 00:00:00;2437;5814;87;-3464;29831
23.11.2020 00:00:00;4608;6353;105;-1850;20422
24.11.2020 00:00:00;5743;6664;96;-1017;28070
25.11.2020 00:00:00;5391;5955;110;-674;30569
26.11.2020 00:00:00;5017;5796;105;-884;33318
27.11.2020 00:00:00;4237;6735;110;-2608;27048
28.11.2020 00:00:00;3738;5424;109;-1795;40205
29.11.2020 00:00:00;2391;5168;102;-2879;22197
30.11.2020 00:00:00;3374;5777;113;-2516;15054
01.12.2020 00:00:00;3935;5843;121;-2029;23192
02.12.2020 00:00:00;3570;5917;117;-2464;27862
03.12.2020 00:00:00;3657;5317;123;-1783;31294
04.12.2020 00:00:00;3591;5750;115;-2274;28674
05.12.2020 00:00:00;2866;4693;108;-1935;20053
06.12.2020 00:00:00;2067;3653;93;-1679;18118
07.12.2020 00:00:00;2512;4578;115;-2181;14577
08.12.2020 00:00:00;2632;4365;101;-1834;19643
09.12.2020 00:00:00;2481;3898;111;-1528;20351
10.12.2020 00:00:00;3090;4038;103;-1051;27915
11.12.2020 00:00:00;2836;3825;117;-1106;25394
12.12.2020 00:00:00;2636;3310;77;-751;30917
13.12.2020 00:00:00;2505;2740;87;-322;21202
14.12.2020 00:00:00;2742;3256;97;-611;17562
15.12.2020 00:00:00;2758;3783;84;-1109;21037
16.12.2020 00:00:00;2389;3100;87;-798;28747
17.12.2020 00:00:00;1950;3043;91;-1184;28216
18.12.2020 00:00:00;2151;2940;85;-874;31414
19.12.2020 00:00:00;1505;2458;70;-1023;33800
20.12.2020 00:00:00;1353;2543;72;-1262;24990
21.12.2020 00:00:00;2107;2937;64;-894;20957
22.12.2020 00:00:00;2557;3246;82;-771;29463
23.12.2020 00:00:00;2854;3136;77;-359;38440
24.12.2020 00:00:00;1807;2602;69;-864;29151
25.12.2020 00:00:00;1287;2285;54;-1052;21616
26.12.2020 00:00:00;1163;1933;80;-850;14425
27.12.2020 00:00:00;1697;1943;45;-291;9909
28.12.2020 00:00:00;2125;2022;73;30;21246
29.12.2020 00:00:00;2975;2081;50;844;15563
30.12.2020 00:00:00;2712;2157;67;488;16085
31.12.2020 00:00:00;2003;2074;58;-129;26789
01.01.2021 00:00:00;1591;2367;51;-827;20462
02.01.2021 00:00:00;1635;2243;53;-661;0
03.01.2021 00:00:00;1895;1954;45;-104;-76893
04.01.2021 00:00:00;2292;2043;64;185;12601
05.01.2021 00:00:00;2961;2162;48;751;15450
06.01.2021 00:00:00;2086;1844;54;188;22630
07.01.2021 00:00:00;2001;2265;59;-323;16752
08.01.2021 00:00:00;2298;2583;47;-332;23605
09.01.2021 00:00:00;1547;2088;31;-572;19780
10.01.2021 00:00:00;1387;1881;48;-542;14175
11.01.2021 00:00:00;1706;2262;58;-614;14089
12.01.2021 00:00:00;2160;2051;56;53;2945871
13.01.2021 00:00:00;1656;2123;58;-525;124267
14.01.2021 00:00:00;1536;2049;48;-561;390264
15.01.2021 00:00:00;1557;2217;52;-712;79635
16.01.2021 00:00:00;1320;1818;51;-549;79124
17.01.2021 00:00:00;1010;1684;42;-716;52039
18.01.2021 00:00:00;1632;1908;51;-327;106991
19.01.2021 00:00:00;1657;1854;39;-236;180970
20.01.2021 00:00:00;1741;1623;35;83;610150
21.01.2021 00:00:00;1789;1579;52;158;46353
22.01.2021 00:00:00;1453;1726;36;-309;58656
23.01.2021 00:00:00;1262;1404;54;-196;89237
24.01.2021 00:00:00;947;1295;34;-382;51994
25.01.2021 00:00:00;1425;1581;42;-198;67705
26.01.2021 00:00:00;1585;1538;49;-2;103256
27.01.2021 00:00:00;1472;1464;40;-32;91061
28.01.2021 00:00:00;1421;1602;40;-221;92444
29.01.2021 00:00:00;1487;1704;44;-261;71028
30.01.2021 00:00:00;1099;1534;35;-470;125459
31.01.2021 00:00:00;1134;1407;39;-312;69704
01.02.2021 00:00:00;1217;1523;38;-344;126053
02.02.2021 00:00:00;1643;1511;41;91;81397
03.02.2021 00:00:00;1520;1284;30;206;181897
04.02.2021 00:00:00;1270;1368;30;-128;108302
05.02.2021 00:00:00;1365;1538;25;-198;87206
06.02.2021 00:00:00;1146;1333;27;-214;159889
07.02.2021 00:00:00;999;1061;27;-89;212647
08.02.2021 00:00:00;1232;1339;28;-135;128988
09.02.2021 00:00:00;1470;1251;29;190;310611
10.02.2021 00:00:00;1668;1359;32;277;221201
11.02.2021 00:00:00;1562;1416;23;123;231481
12.02.2021 00:00:00;1268;1420;24;-176;203715
13.02.2021 00:00:00;1171;1340;24;-193;214321
14.02.2021 00:00:00;1168;1118;20;30;139545
15.02.2021 00:00:00;1499;1323;24;152;157018
16.02.2021 00:00:00;1657;1326;20;311;291200
17.02.2021 00:00:00;1900;1266;29;605;206359
18.02.2021 00:00:00;1708;1264;21;423;274347
19.02.2021 00:00:00;2092;1494;16;582;200765
20.02.2021 00:00:00;1657;1334;20;303;236088
21.02.2021 00:00:00;1225;1246;22;-43;198975
22.02.2021 00:00:00;1890;1217;24;649;93176
23.02.2021 00:00:00;1967;1274;21;672;258396
24.02.2021 00:00:00;2445;1257;18;1170;261319
25.02.2021 00:00:00;1889;1233;19;637;268901
26.02.2021 00:00:00;2496;1507;19;970;223250
27.02.2021 00:00:00;2224;1536;23;665;318941
28.02.2021 00:00:00;1401;1337;22;42;156014
01.03.2021 00:00:00;2192;1590;15;587;95564
02.03.2021 00:00:00;2452;1539;18;895;354794
03.03.2021 00:00:00;2400;1607;21;772;244731
04.03.2021 00:00:00;2350;1777;16;557;261250
05.03.2021 00:00:00;2763;2024;18;721;259495
06.03.2021 00:00:00;2246;1721;26;499;250673
07.03.2021 00:00:00;1947;1634;18;295;158844
08.03.2021 00:00:00;2523;1820;18;685;122080
09.03.2021 00:00:00;2412;1884;21;507;395907
10.03.2021 00:00:00;2871;1794;19;1058;278184
11.03.2021 00:00:00;3055;1655;25;1375;219654
12.03.2021 00:00:00;3033;2140;25;868;357890
13.03.2021 00:00:00;2525;2008;27;490;271761
